turn,faction_id,name,strength,territories,economy,morale,is_active,survived
2,hanxuan,韩玄,3000,1,50,51,1,1
2,budugen,步度根,3000,1,50,63,1,1
2,chengui,陈珪,3000,1,50,48,1,1
2,taoqian,陶谦残部,3000,1,50,35,1,1
2,huangzu,黄祖,2601,1,50,56,1,1
2,liubei_old,刘岱,2565,1,50,40,1,1
2,yuanshu,袁术残部,2168,1,50,27,1,1
2,gongsunkang,公孙康,1807,1,50,68,1,1
2,zhangyang,张扬,1550,1,50,59,1,1
2,zhangxiu,张绣,1354,1,50,56,1,1
2,shu,刘备,0,0,50,97,0,0
2,kongrong,孔融,0,0,50,73,0,0
2,wangkuang,王匡,0,0,50,40,0,0
2,baoxin,鲍信,0,0,50,57,0,0
2,shixie,士燮,0,0,50,73,0,0
2,menghuo,孟获,0,0,50,77,0,0
2,liuyao,刘繇,0,0,50,39,0,0
2,yanbaihu,严白虎,0,0,50,30,0,0
2,lifu,李傕残部,0,0,50,22,0,0
2,guosi,郭汜残部,0,0,50,16,0,0
3,cao,曹操,34295,5,50,80,1,1
3,liubiao,刘表,18050,4,50,78,1,1
3,liuzhang,刘璋,15433,5,50,62,1,1
3,wu,孙权,13718,3,50,89,1,1
3,mateng,马腾,10289,4,50,64,1,1
3,zhanglu,张鲁,6000,1,50,89,1,1
3,kebineng,轲比能,5000,1,50,74,1,1
3,hansui,韩遂,4000,1,50,63,1,1
3,liudu,刘度,3000,1,50,55,1,1
3,jinxuan,金旋,3000,1,50,50,1,1
3,hanxuan,韩玄,3000,1,50,52,1,1
3,budugen,步度根,3000,1,50,67,1,1
3,chengui,陈珪,3000,1,50,50,1,1
3,taoqian,陶谦残部,3000,1,50,36,1,1
3,liubei_old,刘岱,2437,1,50,41,1,1
3,huangzu,黄祖,2211,1,50,59,1,1
3,yuanshu,袁术残部,1843,1,50,28,1,1
3,gongsunkang,公孙康,1765,1,50,70,1,1
3,zhangxiu,张绣,1287,1,50,56,1,1
3,shu,刘备,0,0,50,97,0,0
3,zhaofan,赵范,0,0,50,50,0,0
3,kongrong,孔融,0,0,50,73,0,0
3,zhangyang,张扬,0,0,50,62,0,0
3,wangkuang,王匡,0,0,50,40,0,0
3,baoxin,鲍信,0,0,50,57,0,0
3,shixie,士燮,0,0,50,73,0,0
3,menghuo,孟获,0,0,50,77,0,0
3,liuyao,刘繇,0,0,50,39,0,0
3,yanbaihu,严白虎,0,0,50,30,0,0
3,lifu,李傕残部,0,0,50,22,0,0
3,guosi,郭汜残部,0,0,50,16,0,0
4,cao,曹操,32581,6,50,85,1,1
4,liubiao,刘表,15343,4,50,86,1,1
4,liuzhang,刘璋,14662,6,50,71,1,1
4,wu,孙权,13033,3,50,90,1,1
4,mateng,马腾,8746,4,50,68,1,1
4,zhanglu,张鲁,6000,1,50,91,1,1
4,kebineng,轲比能,5000,1,50,76,1,1
4,hansui,韩遂,4000,1,50,64,1,1
4,liudu,刘度,3000,1,50,57,1,1
4,hanxuan,韩玄,3000,1,50,53,1,1
4,budugen,步度根,3000,1,50,69,1,1
4,chengui,陈珪,3000,1,50,52,1,1
4,taoqian,陶谦残部,3000,1,50,38,1,1
4,liubei_old,刘岱,2316,1,50,43,1,1
4,huangzu,黄祖,1880,1,50,60,1,1
4,yuanshu,袁术残部,1567,1,50,30,1,1
4,zhangxiu,张绣,1223,1,50,51,1,1
4,shu,刘备,0,0,50,97,0,0
4,gongsunkang,公孙康,0,0,50,73,0,0
4,zhaofan,赵范,0,0,50,50,0,0
4,jinxuan,金旋,0,0,50,52,0,0
4,kongrong,孔融,0,0,50,73,0,0
4,zhangyang,张扬,0,0,50,62,0,0
4,wangkuang,王匡,0,0,50,40,0,0
4,baoxin,鲍信,0,0,50,57,0,0
4,shixie,士燮,0,0,50,73,0,0
4,menghuo,孟获,0,0,50,77,0,0
4,liuyao,刘繇,0,0,50,39,0,0
4,yanbaihu,严白虎,0,0,50,30,0,0
4,lifu,李傕残部,0,0,50,22,0,0
4,guosi,郭汜残部,0,0,50,16,0,0
5,cao,曹操,30952,7,50,89,1,1
5,liuzhang,刘璋,13929,7,50,82,1,1
5,liubiao,刘表,13042,4,50,94,1,1
5,wu,孙权,12382,3,50,92,1,1
5,mateng,马腾,7435,4,50,75,1,1
5,zhanglu,张鲁,6000,1,50,93,1,1
5,kebineng,轲比能,5000,1,50,78,1,1
5,hansui,韩遂,4000,1,50,65,1,1
5,liudu,刘度,3000,1,50,59,1,1
5,chengui,陈珪,3000,1,50,54,1,1
5,taoqian,陶谦残部,3000,1,50,40,1,1
5,liubei_old,刘岱,2201,1,50,47,1,1
5,huangzu,黄祖,1598,1,50,61,1,1
5,yuanshu,袁术残部,1332,1,50,32,1,1
5,zhangxiu,张绣,1162,1,50,45,1,1
5,shu,刘备,0,0,50,97,0,0
5,gongsunkang,公孙康,0,0,50,73,0,0
5,zhaofan,赵范,0,0,50,50,0,0
5,jinxuan,金旋,0,0,50,52,0,0
5,hanxuan,韩玄,0,0,50,54,0,0
5,kongrong,孔融,0,0,50,73,0,0
5,zhangyang,张扬,0,0,50,62,0,0
5,wangkuang,王匡,0,0,50,40,0,0
5,baoxin,鲍信,0,0,50,57,0,0
5,shixie,士燮,0,0,50,73,0,0
5,menghuo,孟获,0,0,50,77,0,0
5,budugen,步度根,0,0,50,71,0,0
5,liuyao,刘繇,0,0,50,39,0,0
5,yanbaihu,严白虎,0,0,50,30,0,0
5,lifu,李傕残部,0,0,50,22,0,0
5,guosi,郭汜残部,0,0,50,16,0,0
6,cao,曹操,29405,8,50,87,1,1
6,liuzhang,刘璋,13929,7,50,89,1,1
6,wu,孙权,11763,3,50,91,1,1
6,liubiao,刘表,11086,4,50,98,1,1
6,mateng,马腾,6320,4,50,74,1,1
6,zhanglu,张鲁,6000,1,50,94,1,1
6,hansui,韩遂,4000,1,50,65,1,1
6,liudu,刘度,3000,1,50,60,1,1
6,chengui,陈珪,3000,1,50,55,1,1
6,taoqian,陶谦残部,3000,1,50,41,1,1
6,liubei_old,刘岱,2091,1,50,48,1,1
6,huangzu,黄祖,1859,1,50,61,1,1
6,yuanshu,袁术残部,1633,1,50,33,1,1
6,zhangxiu,张绣,1104,1,50,39,1,1
6,shu,刘备,0,0,50,97,0,0
6,gongsunkang,公孙康,0,0,50,73,0,0
6,zhaofan,赵范,0,0,50,50,0,0
6,jinxuan,金旋,0,0,50,52,0,0
6,hanxuan,韩玄,0,0,50,54,0,0
6,kongrong,孔融,0,0,50,73,0,0
6,zhangyang,张扬,0,0,50,62,0,0
6,wangkuang,王匡,0,0,50,40,0,0
6,baoxin,鲍信,0,0,50,57,0,0
6,shixie,士燮,0,0,50,73,0,0
6,menghuo,孟获,0,0,50,77,0,0
6,kebineng,轲比能,0,0,50,79,0,0
6,budugen,步度根,0,0,50,71,0,0
6,liuyao,刘繇,0,0,50,39,0,0
6,yanbaihu,严白虎,0,0,50,30,0,0
6,lifu,李傕残部,0,0,50,22,0,0
6,guosi,郭汜残部,0,0,50,16,0,0
7,cao,曹操,27935,9,50,88,1,1
7,liuzhang,刘璋,13233,8,50,97,1,1
7,wu,孙权,11175,3,50,93,1,1
7,liubiao,刘表,9424,4,50,100,1,1
7,zhanglu,张鲁,6000,1,50,94,1,1
7,mateng,马腾,5372,4,50,78,1,1
7,liudu,刘度,3000,1,50,63,1,1
7,chengui,陈珪,3000,1,50,56,1,1
7,taoqian,陶谦残部,3000,1,50,42,1,1
7,liubei_old,刘岱,1987,1,50,49,1,1
7,yuanshu,袁术残部,1470,1,50,34,1,1
7,zhangxiu,张绣,1049,1,50,33,1,1
7,shu,刘备,0,0,50,97,0,0
7,gongsunkang,公孙康,0,0,50,73,0,0
7,hansui,韩遂,0,0,50,64,0,0
7,zhaofan,赵范,0,0,50,50,0,0
7,jinxuan,金旋,0,0,50,52,0,0
7,hanxuan,韩玄,0,0,50,54,0,0
7,kongrong,孔融,0,0,50,73,0,0
7,zhangyang,张扬,0,0,50,62,0,0
7,wangkuang,王匡,0,0,50,40,0,0
7,baoxin,鲍信,0,0,50,57,0,0
7,huangzu,黄祖,0,0,50,61,0,0
7,shixie,士燮,0,0,50,73,0,0
7,menghuo,孟获,0,0,50,77,0,0
7,kebineng,轲比能,0,0,50,79,0,0
7,budugen,步度根,0,0,50,71,0,0
7,liuyao,刘繇,0,0,50,39,0,0
7,yanbaihu,严白虎,0,0,50,30,0,0
7,lifu,李傕残部,0,0,50,22,0,0
7,guosi,郭汜残部,0,0,50,16,0,0
8,cao,曹操,27935,9,50,93,1,1
8,liuzhang,刘璋,11944,9,50,100,1,1
8,wu,孙权,10617,3,50,94,1,1
8,liubiao,刘表,8011,4,50,100,1,1
8,zhanglu,张鲁,6000,1,50,94,1,1
8,mateng,马腾,4567,4,50,81,1,1
8,liudu,刘度,3000,1,50,64,1,1
8,chengui,陈珪,3000,1,50,57,1,1
8,taoqian,陶谦残部,3000,1,50,43,1,1
8,liubei_old,刘岱,1888,1,50,50,1,1
8,zhangxiu,张绣,997,1,50,27,1,1
8,shu,刘备,0,0,50,97,0,0
8,gongsunkang,公孙康,0,0,50,73,0,0
8,hansui,韩遂,0,0,50,64,0,0
8,zhaofan,赵范,0,0,50,50,0,0
8,jinxuan,金旋,0,0,50,52,0,0
8,hanxuan,韩玄,0,0,50,54,0,0
8,kongrong,孔融,0,0,50,73,0,0
8,zhangyang,张扬,0,0,50,62,0,0
8,wangkuang,王匡,0,0,50,40,0,0
8,baoxin,鲍信,0,0,50,57,0,0
8,huangzu,黄祖,0,0,50,61,0,0
8,shixie,士燮,0,0,50,73,0,0
8,menghuo,孟获,0,0,50,77,0,0
8,kebineng,轲比能,0,0,50,79,0,0
8,budugen,步度根,0,0,50,71,0,0
8,liuyao,刘繇,0,0,50,39,0,0
8,yanbaihu,严白虎,0,0,50,30,0,0
8,lifu,李傕残部,0,0,50,22,0,0
8,guosi,郭汜残部,0,0,50,16,0,0
8,yuanshu,袁术残部,0,0,50,35,0,0
9,cao,曹操,26539,10,50,97,1,1
9,liuzhang,刘璋,11347,10,50,100,1,1
9,wu,孙权,10087,3,50,94,1,1
9,liubiao,刘表,6810,4,50,100,1,1
9,zhanglu,张鲁,6000,1,50,95,1,1
9,mateng,马腾,3882,3,50,81,1,1
9,liudu,刘度,3000,1,50,65,1,1
9,chengui,陈珪,3000,1,50,58,1,1
9,liubei_old,刘岱,1794,1,50,51,1,1
9,zhangxiu,张绣,948,1,50,27,1,1
9,shu,刘备,0,0,50,97,0,0
9,gongsunkang,公孙康,0,0,50,73,0,0
9,hansui,韩遂,0,0,50,64,0,0
9,zhaofan,赵范,0,0,50,50,0,0
9,jinxuan,金旋,0,0,50,52,0,0
9,hanxuan,韩玄,0,0,50,54,0,0
9,kongrong,孔融,0,0,50,73,0,0
9,zhangyang,张扬,0,0,50,62,0,0
9,wangkuang,王匡,0,0,50,40,0,0
9,baoxin,鲍信,0,0,50,57,0,0
9,huangzu,黄祖,0,0,50,61,0,0
9,shixie,士燮,0,0,50,73,0,0
9,menghuo,孟获,0,0,50,77,0,0
9,kebineng,轲比能,0,0,50,79,0,0
9,budugen,步度根,0,0,50,71,0,0
9,liuyao,刘繇,0,0,50,39,0,0
9,yanbaihu,严白虎,0,0,50,30,0,0
9,lifu,李傕残部,0,0,50,22,0,0
9,guosi,郭汜残部,0,0,50,16,0,0
9,taoqian,陶谦残部,0,0,50,44,0,0
9,yuanshu,袁术残部,0,0,50,35,0,0
10,cao,曹操,26539,10,50,87,1,1
10,liuzhang,刘璋,10780,11,50,100,1,1
10,wu,孙权,9583,3,50,91,1,1
10,zhanglu,张鲁,6000,1,50,95,1,1
10,liubiao,刘表,5789,4,50,100,1,1
10,mateng,马腾,3300,3,50,79,1,1
10,liudu,刘度,3000,1,50,65,1,1
10,liubei_old,刘岱,1705,1,50,51,1,1
10,zhangxiu,张绣,901,1,50,21,1,1
10,shu,刘备,0,0,50,97,0,0
10,gongsunkang,公孙康,0,0,50,73,0,0
10,hansui,韩遂,0,0,50,64,0,0
10,zhaofan,赵范,0,0,50,50,0,0
10,jinxuan,金旋,0,0,50,52,0,0
10,hanxuan,韩玄,0,0,50,54,0,0
10,kongrong,孔融,0,0,50,73,0,0
10,zhangyang,张扬,0,0,50,62,0,0
10,wangkuang,王匡,0,0,50,40,0,0
10,baoxin,鲍信,0,0,50,57,0,0
10,huangzu,黄祖,0,0,50,61,0,0
10,shixie,士燮,0,0,50,73,0,0
10,menghuo,孟获,0,0,50,77,0,0
10,kebineng,轲比能,0,0,50,79,0,0
10,budugen,步度根,0,0,50,71,0,0
10,liuyao,刘繇,0,0,50,39,0,0
10,yanbaihu,严白虎,0,0,50,30,0,0
10,chengui,陈珪,0,0,50,58,0,0
10,lifu,李傕残部,0,0,50,22,0,0
10,guosi,郭汜残部,0,0,50,16,0,0
10,taoqian,陶谦残部,0,0,50,44,0,0
10,yuanshu,袁术残部,0,0,50,35,0,0
11,cao,曹操,25213,11,50,86,1,1
11,liuzhang,刘璋,10241,11,50,100,1,1
11,wu,孙权,9104,3,50,92,1,1
11,zhanglu,张鲁,6000,1,50,95,1,1
11,liubiao,刘表,4921,4,50,100,1,1
11,liudu,刘度,3000,1,50,65,1,1
11,mateng,马腾,2805,2,50,80,1,1
11,liubei_old,刘岱,1620,1,50,52,1,1
11,zhangxiu,张绣,856,1,50,15,1,1
11,shu,刘备,0,0,50,97,0,0
11,gongsunkang,公孙康,0,0,50,73,0,0
11,hansui,韩遂,0,0,50,64,0,0
11,zhaofan,赵范,0,0,50,50,0,0
11,jinxuan,金旋,0,0,50,52,0,0
11,hanxuan,韩玄,0,0,50,54,0,0
11,kongrong,孔融,0,0,50,73,0,0
11,zhangyang,张扬,0,0,50,62,0,0
11,wangkuang,王匡,0,0,50,40,0,0
11,baoxin,鲍信,0,0,50,57,0,0
11,huangzu,黄祖,0,0,50,61,0,0
11,shixie,士燮,0,0,50,73,0,0
11,menghuo,孟获,0,0,50,77,0,0
11,kebineng,轲比能,0,0,50,79,0,0
11,budugen,步度根,0,0,50,71,0,0
11,liuyao,刘繇,0,0,50,39,0,0
11,yanbaihu,严白虎,0,0,50,30,0,0
11,chengui,陈珪,0,0,50,58,0,0
11,lifu,李傕残部,0,0,50,22,0,0
11,guosi,郭汜残部,0,0,50,16,0,0
11,taoqian,陶谦残部,0,0,50,44,0,0
11,yuanshu,袁术残部,0,0,50,35,0,0
12,cao,曹操,25213,11,50,87,1,1
12,liuzhang,刘璋,9729,11,50,100,1,1
12,wu,孙权,8649,3,50,92,1,1
12,zhanglu,张鲁,6000,1,50,96,1,1
12,liubiao,刘表,4183,4,50,100,1,1
12,liudu,刘度,3000,1,50,66,1,1
12,mateng,马腾,2385,2,50,81,1,1
12,liubei_old,刘岱,1539,1,50,53,1,1
12,zhangxiu,张绣,1314,1,50,15,1,1
12,shu,刘备,0,0,50,97,0,0
12,gongsunkang,公孙康,0,0,50,73,0,0
12,hansui,韩遂,0,0,50,64,0,0
12,zhaofan,赵范,0,0,50,50,0,0
12,jinxuan,金旋,0,0,50,52,0,0
12,hanxuan,韩玄,0,0,50,54,0,0
12,kongrong,孔融,0,0,50,73,0,0
12,zhangyang,张扬,0,0,50,62,0,0
12,wangkuang,王匡,0,0,50,40,0,0
12,baoxin,鲍信,0,0,50,57,0,0
12,huangzu,黄祖,0,0,50,61,0,0
12,shixie,士燮,0,0,50,73,0,0
12,menghuo,孟获,0,0,50,77,0,0
12,kebineng,轲比能,0,0,50,79,0,0
12,budugen,步度根,0,0,50,71,0,0
12,liuyao,刘繇,0,0,50,39,0,0
12,yanbaihu,严白虎,0,0,50,30,0,0
12,chengui,陈珪,0,0,50,58,0,0
12,lifu,李傕残部,0,0,50,22,0,0
12,guosi,郭汜残部,0,0,50,16,0,0
12,taoqian,陶谦残部,0,0,50,44,0,0
12,yuanshu,袁术残部,0,0,50,35,0,0
13,cao,曹操,23953,12,50,93,1,1
13,liuzhang,刘璋,9243,11,50,100,1,1
13,wu,孙权,8217,3,50,92,1,1
13,liubiao,刘表,3379,4,50,100,1,1
13,liudu,刘度,3000,1,50,67,1,1
13,mateng,马腾,1927,3,50,80,1,1
13,liubei_old,刘岱,1463,1,50,56,1,1
13,shu,刘备,0,0,50,97,0,0
13,zhanglu,张鲁,0,0,50,97,0,0
13,gongsunkang,公孙康,0,0,50,73,0,0
13,hansui,韩遂,0,0,50,64,0,0
13,zhangxiu,张绣,0,0,50,15,0,0
13,zhaofan,赵范,0,0,50,50,0,0
13,jinxuan,金旋,0,0,50,52,0,0
13,hanxuan,韩玄,0,0,50,54,0,0
13,kongrong,孔融,0,0,50,73,0,0
13,zhangyang,张扬,0,0,50,62,0,0
13,wangkuang,王匡,0,0,50,40,0,0
13,baoxin,鲍信,0,0,50,57,0,0
13,huangzu,黄祖,0,0,50,61,0,0
13,shixie,士燮,0,0,50,73,0,0
13,menghuo,孟获,0,0,50,77,0,0
13,kebineng,轲比能,0,0,50,79,0,0
13,budugen,步度根,0,0,50,71,0,0
13,liuyao,刘繇,0,0,50,39,0,0
13,yanbaihu,严白虎,0,0,50,30,0,0
13,chengui,陈珪,0,0,50,58,0,0
13,lifu,李傕残部,0,0,50,22,0,0
13,guosi,郭汜残部,0,0,50,16,0,0
13,taoqian,陶谦残部,0,0,50,44,0,0
13,yuanshu,袁术残部,0,0,50,35,0,0
14,cao,曹操,23953,12,50,81,1,1
14,liuzhang,刘璋,10596,11,50,100,1,1
14,wu,孙权,9105,3,50,89,1,1
14,liudu,刘度,3000,1,50,67,1,1
14,liubiao,刘表,2730,4,50,100,1,1
14,mateng,马腾,1557,3,50,77,1,1
14,liubei_old,刘岱,1390,1,50,56,1,1
14,shu,刘备,0,0,50,97,0,0
14,zhanglu,张鲁,0,0,50,97,0,0
14,gongsunkang,公孙康,0,0,50,73,0,0
14,hansui,韩遂,0,0,50,64,0,0
14,zhangxiu,张绣,0,0,50,15,0,0
14,zhaofan,赵范,0,0,50,50,0,0
14,jinxuan,金旋,0,0,50,52,0,0
14,hanxuan,韩玄,0,0,50,54,0,0
14,kongrong,孔融,0,0,50,73,0,0
14,zhangyang,张扬,0,0,50,62,0,0
14,wangkuang,王匡,0,0,50,40,0,0
14,baoxin,鲍信,0,0,50,57,0,0
14,huangzu,黄祖,0,0,50,61,0,0
14,shixie,士燮,0,0,50,73,0,0
14,menghuo,孟获,0,0,50,77,0,0
14,kebineng,轲比能,0,0,50,79,0,0
14,budugen,步度根,0,0,50,71,0,0
14,liuyao,刘繇,0,0,50,39,0,0
14,yanbaihu,严白虎,0,0,50,30,0,0
14,chengui,陈珪,0,0,50,58,0,0
14,lifu,李傕残部,0,0,50,22,0,0
14,guosi,郭汜残部,0,0,50,16,0,0
14,taoqian,陶谦残部,0,0,50,44,0,0
14,yuanshu,袁术残部,0,0,50,35,0,0
15,cao,曹操,23953,12,50,82,1,1
15,liuzhang,刘璋,10157,11,50,100,1,1
15,wu,孙权,8715,3,50,89,1,1
15,liudu,刘度,3000,1,50,68,1,1
15,liubiao,刘表,2705,4,50,100,1,1
15,liubei_old,刘岱,1821,1,50,57,1,1
15,mateng,马腾,1258,3,50,75,1,1
15,shu,刘备,0,0,50,97,0,0
15,zhanglu,张鲁,0,0,50,97,0,0
15,gongsunkang,公孙康,0,0,50,73,0,0
15,hansui,韩遂,0,0,50,64,0,0
15,zhangxiu,张绣,0,0,50,15,0,0
15,zhaofan,赵范,0,0,50,50,0,0
15,jinxuan,金旋,0,0,50,52,0,0
15,hanxuan,韩玄,0,0,50,54,0,0
15,kongrong,孔融,0,0,50,73,0,0
15,zhangyang,张扬,0,0,50,62,0,0
15,wangkuang,王匡,0,0,50,40,0,0
15,baoxin,鲍信,0,0,50,57,0,0
15,huangzu,黄祖,0,0,50,61,0,0
15,shixie,士燮,0,0,50,73,0,0
15,menghuo,孟获,0,0,50,77,0,0
15,kebineng,轲比能,0,0,50,79,0,0
15,budugen,步度根,0,0,50,71,0,0
15,liuyao,刘繇,0,0,50,39,0,0
15,yanbaihu,严白虎,0,0,50,30,0,0
15,chengui,陈珪,0,0,50,58,0,0
15,lifu,李傕残部,0,0,50,22,0,0
15,guosi,郭汜残部,0,0,50,16,0,0
15,taoqian,陶谦残部,0,0,50,44,0,0
15,yuanshu,袁术残部,0,0,50,35,0,0
16,cao,曹操,23953,12,50,86,1,1
16,liuzhang,刘璋,9740,11,50,100,1,1
16,wu,孙权,8345,3,50,89,1,1
16,liudu,刘度,3000,1,50,71,1,1
16,liubiao,刘表,2782,4,50,100,1,1
16,liubei_old,刘岱,1730,1,50,60,1,1
16,mateng,马腾,1517,3,50,74,1,1
16,shu,刘备,0,0,50,97,0,0
16,zhanglu,张鲁,0,0,50,97,0,0
16,gongsunkang,公孙康,0,0,50,73,0,0
16,hansui,韩遂,0,0,50,64,0,0
16,zhangxiu,张绣,0,0,50,15,0,0
16,zhaofan,赵范,0,0,50,50,0,0
16,jinxuan,金旋,0,0,50,52,0,0
16,hanxuan,韩玄,0,0,50,54,0,0
16,kongrong,孔融,0,0,50,73,0,0
16,zhangyang,张扬,0,0,50,62,0,0
16,wangkuang,王匡,0,0,50,40,0,0
16,baoxin,鲍信,0,0,50,57,0,0
16,huangzu,黄祖,0,0,50,61,0,0
16,shixie,士燮,0,0,50,73,0,0
16,menghuo,孟获,0,0,50,77,0,0
16,kebineng,轲比能,0,0,50,79,0,0
16,budugen,步度根,0,0,50,71,0,0
16,liuyao,刘繇,0,0,50,39,0,0
16,yanbaihu,严白虎,0,0,50,30,0,0
16,chengui,陈珪,0,0,50,58,0,0
16,lifu,李傕残部,0,0,50,22,0,0
16,guosi,郭汜残部,0,0,50,16,0,0
16,taoqian,陶谦残部,0,0,50,44,0,0
16,yuanshu,袁术残部,0,0,50,35,0,0
17,cao,曹操,22756,13,50,92,1,1
17,liuzhang,刘璋,9344,11,50,100,1,1
17,wu,孙权,9267,3,50,91,1,1
17,liudu,刘度,3000,1,50,72,1,1
17,liubiao,刘表,2940,4,50,100,1,1
17,liubei_old,刘岱,1644,1,50,61,1,1
17,mateng,马腾,1072,2,50,76,1,1
17,shu,刘备,0,0,50,97,0,0
17,zhanglu,张鲁,0,0,50,97,0,0
17,gongsunkang,公孙康,0,0,50,73,0,0
17,hansui,韩遂,0,0,50,64,0,0
17,zhangxiu,张绣,0,0,50,15,0,0
17,zhaofan,赵范,0,0,50,50,0,0
17,jinxuan,金旋,0,0,50,52,0,0
17,hanxuan,韩玄,0,0,50,54,0,0
17,kongrong,孔融,0,0,50,73,0,0
17,zhangyang,张扬,0,0,50,62,0,0
17,wangkuang,王匡,0,0,50,40,0,0
17,baoxin,鲍信,0,0,50,57,0,0
17,huangzu,黄祖,0,0,50,61,0,0
17,shixie,士燮,0,0,50,73,0,0
17,menghuo,孟获,0,0,50,77,0,0
17,kebineng,轲比能,0,0,50,79,0,0
17,budugen,步度根,0,0,50,71,0,0
17,liuyao,刘繇,0,0,50,39,0,0
17,yanbaihu,严白虎,0,0,50,30,0,0
17,chengui,陈珪,0,0,50,58,0,0
17,lifu,李傕残部,0,0,50,22,0,0
17,guosi,郭汜残部,0,0,50,16,0,0
17,taoqian,陶谦残部,0,0,50,44,0,0
17,yuanshu,袁术残部,0,0,50,35,0,0
18,cao,曹操,21619,13,50,79,1,1
18,liuzhang,刘璋,8968,11,50,100,1,1
18,wu,孙权,8933,3,50,88,1,1
18,liubiao,刘表,3678,4,50,100,1,1
18,liudu,刘度,3000,1,50,72,1,1
18,liubei_old,刘岱,1562,1,50,61,1,1
18,mateng,马腾,790,2,50,74,1,1
18,shu,刘备,0,0,50,97,0,0
18,zhanglu,张鲁,0,0,50,97,0,0
18,gongsunkang,公孙康,0,0,50,73,0,0
18,hansui,韩遂,0,0,50,64,0,0
18,zhangxiu,张绣,0,0,50,15,0,0
18,zhaofan,赵范,0,0,50,50,0,0
18,jinxuan,金旋,0,0,50,52,0,0
18,hanxuan,韩玄,0,0,50,54,0,0
18,kongrong,孔融,0,0,50,73,0,0
18,zhangyang,张扬,0,0,50,62,0,0
18,wangkuang,王匡,0,0,50,40,0,0
18,baoxin,鲍信,0,0,50,57,0,0
18,huangzu,黄祖,0,0,50,61,0,0
18,shixie,士燮,0,0,50,73,0,0
18,menghuo,孟获,0,0,50,77,0,0
18,kebineng,轲比能,0,0,50,79,0,0
18,budugen,步度根,0,0,50,71,0,0
18,liuyao,刘繇,0,0,50,39,0,0
18,yanbaihu,严白虎,0,0,50,30,0,0
18,chengui,陈珪,0,0,50,58,0,0
18,lifu,李傕残部,0,0,50,22,0,0
18,guosi,郭汜残部,0,0,50,16,0,0
18,taoqian,陶谦残部,0,0,50,44,0,0
18,yuanshu,袁术残部,0,0,50,35,0,0
19,cao,曹操,20539,13,50,79,1,1
19,wu,孙权,8615,3,50,89,1,1
19,liuzhang,刘璋,8611,11,50,100,1,1
19,liubiao,刘表,3455,4,50,100,1,1
19,liudu,刘度,3000,1,50,73,1,1
19,liubei_old,刘岱,1484,1,50,64,1,1
19,mateng,马腾,601,2,50,74,1,1
19,shu,刘备,0,0,50,97,0,0
19,zhanglu,张鲁,0,0,50,97,0,0
19,gongsunkang,公孙康,0,0,50,73,0,0
19,hansui,韩遂,0,0,50,64,0,0
19,zhangxiu,张绣,0,0,50,15,0,0
19,zhaofan,赵范,0,0,50,50,0,0
19,jinxuan,金旋,0,0,50,52,0,0
19,hanxuan,韩玄,0,0,50,54,0,0
19,kongrong,孔融,0,0,50,73,0,0
19,zhangyang,张扬,0,0,50,62,0,0
19,wangkuang,王匡,0,0,50,40,0,0
19,baoxin,鲍信,0,0,50,57,0,0
19,huangzu,黄祖,0,0,50,61,0,0
